quantile,value,type,location,target,forecast_date,target_end_date
0.150,4,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.200,5,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.250,6,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.300,6,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.350,7,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.400,7,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.450,8,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.500,8,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
,8,point,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.550,9,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.600,10,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.650,10,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.700,11,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.750,12,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.800,13,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.850,14,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.900,17,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.950,20,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.975,23,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.990,26,quantile,50,2 wk ahead inc death,2020-12-06,2020-12-19
0.010,0,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.025,1,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.050,2,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.100,3,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.150,4,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.200,5,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.250,5,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.300,6,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.350,7,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.400,7,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.450,8,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.500,9,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
,9,point,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.550,9,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.600,10,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.650,11,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.700,12,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.750,14,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.800,16,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.850,17,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.900,21,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.950,25,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.975,30,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.990,35,quantile,50,3 wk ahead inc death,2020-12-06,2020-12-26
0.010,0,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.025,1,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.050,1,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.100,2,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.150,3,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.200,4,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.250,5,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.300,6,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.350,7,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.400,7,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.450,8,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.500,9,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
,9,point,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.550,10,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.600,12,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.650,13,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.700,14,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.750,16,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.800,19,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.850,22,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.900,26,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.950,32,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.975,42,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.990,49,quantile,50,4 wk ahead inc death,2020-12-06,2021-01-02
0.010,81,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.025,91,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.050,102,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.100,119,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.150,131,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.200,139,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.250,148,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.300,158,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.350,165,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.400,172,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.450,180,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.500,189,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
,189,point,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.550,201,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.600,212,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.650,220,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.700,231,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.750,245,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.800,259,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.850,278,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.900,300,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.950,331,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.975,381,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.990,425,quantile,53,1 wk ahead inc death,2020-12-06,2020-12-12
0.010,70,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.025,77,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.050,93,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.100,110,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.150,124,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.200,135,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.250,145,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.300,155,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.350,167,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.400,178,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.450,188,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.500,198,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
,198,point,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.550,210,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.600,222,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.650,234,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.700,248,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.750,266,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.800,286,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.850,308,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.900,340,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.950,389,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.975,441,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.990,511,quantile,53,2 wk ahead inc death,2020-12-06,2020-12-19
0.010,56,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.025,71,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.050,84,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.100,100,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.150,113,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.200,126,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.250,137,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.300,146,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.350,157,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.400,168,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.450,181,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.500,193,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
,193,point,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.550,205,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.600,218,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.650,233,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.700,255,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.750,277,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.800,301,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.850,329,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.900,377,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.950,457,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.975,523,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.990,626,quantile,53,3 wk ahead inc death,2020-12-06,2020-12-26
0.010,45,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.025,61,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.050,71,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.100,85,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.150,99,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.200,113,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.250,126,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.300,137,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.350,150,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.400,161,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.450,176,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.500,186,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
,186,point,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.550,200,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.600,213,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.650,232,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.700,255,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.750,290,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.800,323,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.850,370,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.900,447,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.950,596,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.975,689,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.990,839,quantile,53,4 wk ahead inc death,2020-12-06,2021-01-02
0.010,206,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.025,228,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.050,244,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.100,262,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.150,274,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.200,282,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.250,290,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.300,300,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.350,307,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.400,315,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.450,323,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.500,331,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
,331,point,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.550,340,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.600,348,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.650,359,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.700,370,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.750,382,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.800,392,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.850,408,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.900,427,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.950,465,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.975,490,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.990,515,quantile,55,1 wk ahead inc death,2020-12-06,2020-12-12
0.010,156,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.025,173,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.050,187,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.100,206,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.150,220,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.200,232,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.250,243,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.300,253,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.350,263,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.400,272,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.450,281,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.500,290,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
,290,point,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.550,298,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.600,306,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.650,316,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.700,326,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.750,335,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.800,348,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.850,367,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.900,393,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.950,433,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.975,470,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.990,514,quantile,55,2 wk ahead inc death,2020-12-06,2020-12-19
0.010,110,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.025,125,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.050,139,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.100,154,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.150,168,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.200,177,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.250,188,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.300,195,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.350,203,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.400,214,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.450,226,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.500,236,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
,236,point,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.550,248,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.600,257,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.650,272,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.700,287,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.750,301,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.800,321,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.850,345,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.900,374,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.950,418,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.975,446,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.990,480,quantile,55,3 wk ahead inc death,2020-12-06,2020-12-26
0.010,74,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.025,87,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.050,97,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.100,112,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.150,124,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.200,135,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.250,143,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.300,153,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.350,162,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.400,170,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.450,181,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.500,194,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
,194,point,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.550,207,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.600,224,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.650,235,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.700,250,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.750,269,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.800,294,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.850,315,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.900,340,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.950,384,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.975,443,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.990,520,quantile,55,4 wk ahead inc death,2020-12-06,2021-01-02
0.010,52,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.025,58,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.050,65,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.100,72,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.150,77,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.200,82,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.250,87,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.300,91,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.350,95,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.400,99,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.450,103,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.500,108,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
,108,point,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.550,112,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.600,115,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.650,119,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.700,122,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.750,128,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.800,134,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.850,142,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.900,154,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.950,173,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.975,189,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.990,208,quantile,54,1 wk ahead inc death,2020-12-06,2020-12-12
0.010,46,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.025,54,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.050,59,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.100,71,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.150,79,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.200,88,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.250,93,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.300,99,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.350,105,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.400,110,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.450,114,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.500,120,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
,120,point,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.550,125,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.600,131,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.650,137,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.700,145,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.750,156,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.800,165,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.850,176,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.900,191,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.950,219,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.975,240,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.990,266,quantile,54,2 wk ahead inc death,2020-12-06,2020-12-19
0.010,45,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.025,51,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.050,58,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.100,67,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.150,74,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.200,84,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.250,91,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.300,101,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.350,108,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.400,117,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.450,127,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.500,136,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
,136,point,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.550,144,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.600,152,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.650,163,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.700,176,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.750,191,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.800,204,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.850,226,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.900,250,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.950,290,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.975,330,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.990,376,quantile,54,3 wk ahead inc death,2020-12-06,2020-12-26
0.010,31,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.025,38,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.050,47,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.100,58,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.150,69,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.200,79,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.250,89,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.300,102,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.350,115,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.400,126,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.450,138,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.500,152,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
,152,point,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.550,172,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.600,186,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.650,202,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.700,218,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.750,242,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.800,265,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.850,291,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.900,339,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.950,413,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.975,457,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.990,544,quantile,54,4 wk ahead inc death,2020-12-06,2021-01-02
0.010,9,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.025,12,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.050,14,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.100,18,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.150,21,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.200,23,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.250,25,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.300,28,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.350,30,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.400,32,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.450,34,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.500,36,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
,36,point,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.550,39,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.600,41,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.650,44,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.700,46,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.750,50,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.800,53,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.850,57,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.900,63,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.950,75,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
0.975,83,quantile,56,1 wk ahead inc death,2020-12-06,2020-12-12
